,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
11122,5f6c37de220a4650ffffdde3,Banda rubbers/Advice for a red Fh rubber?,Pretty good with serves short game for non-tacky rubber.,descriptive,Pretty good with serves short game for non-tacky rubber.,"['Pretty', 'good', 'with', 'serves', 'short', 'game', 'for', 'non-tacky', 'rubber', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11123,5f6c37de220a4650ffffdde3,Banda rubbers/Advice for a red Fh rubber?,"Reacts to glue (and probably tuning) very well.According to a german supplier Xiom Omega 2 is an ""german-newest-generation-Tensor"" like Coppa Gold/Silver.",descriptive,"Reacts to glue (and probably tuning) very well.According to a german supplier Xiom Omega 2 is an ""german-newest-generation-Tensor-rubbers"" like Donic-Coppa Gold/Silver.","['Reacts', 'to', 'glue', '(', 'and', 'probably', 'tuning', ')', 'very', 'well.According', 'to', 'a', 'german', 'supplier', 'Xiom', 'Omega', '2', 'is', 'an', '``', 'german-newest-generation-Tensor-rubbers', ""''"", 'like', 'Donic-Coppa', 'Gold/Silver', '.']",['Donic-Coppa'],[150],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11125,5f6c37de220a4650ffffdde3,Banda rubbers/Advice for a red Fh rubber?,Well Slippery if the Tackifire C is anything like the Tackiness C that I had on my BTY bat you won't be disappointed.,descriptive,Well Slippery if the Tackifire C is anything like the Tackiness C that I had on my BTY bat you won't be disappointed.,"['Well', 'Slippery', 'if', 'the', 'Tackifire', 'C', 'is', 'anything', 'like', 'the', 'Tackiness', 'C', 'that', 'I', 'had', 'on', 'my', 'BTY', 'bat', 'you', 'wo', ""n't"", 'be', 'disappointed', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11135,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"As far as I can tell, TSP is a great brand.",descriptive,"As far as I can tell, TSP is a great brand.","['As', 'far', 'as', 'I', 'can', 'tell', ',', 'TSP', 'is', 'a', 'great', 'brand', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11138,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"Non-tacky topsheet, fast sponge.",descriptive,"Non-tacky topsheet, fast sponge.","['Non-tacky', 'topsheet', ',', 'fast', 'sponge', '.']",[],[],0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11143,5f6c37ef220a4650ffffddef,TSP Brio/Actor,It's topsheet and sponge play quite consistently.,descriptive,It's topsheet and sponge play quite consistently.,"['It', ""'s"", 'topsheet', 'and', 'sponge', 'play', 'quite', 'consistently', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11145,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"Topsheet is fairly bouncy and neither tacky nor grippy, but can produce good amount of mechanical spin.",descriptive,"Topsheet is fairly bouncy and neither tacky nor grippy, but can produce good amount of mechanical spin.","['Topsheet', 'is', 'fairly', 'bouncy', 'and', 'neither', 'tacky', 'nor', 'grippy', ',', 'but', 'can', 'produce', 'good', 'amount', 'of', 'mechanical', 'spin', '.']",[],[],1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,[],[],[],[],[],[],[]
11146,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"On Yasaka MLC (which is a fairly soft blade), this sheet feels soft/delicate on touch shots and can be fast with loops/smash.",descriptive,"On Yasaka MLC (which is a fairly soft blade), this sheet feels soft/delicate on touch shots and can be fast with loops/smash.","['On', 'Yasaka', 'MLC', '(', 'which', 'is', 'a', 'fairly', 'soft', 'blade', ')', ',', 'this', 'sheet', 'feels', 'soft/delicate', 'on', 'touch', 'shots', 'and', 'can', 'be', 'fast', 'with', 'loops/smash', '.']",[],[],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11147,5f6c37ef220a4650ffffddef,TSP Brio/Actor,It has good control as well.,descriptive,It has good control as well.,"['It', 'has', 'good', 'control', 'as', 'well', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],"[7, 4]","['greater', 'equal']","['good control', 'as good control']","['control', 'control']"
11149,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"Overall, I'd say it's speed is about OFF.",descriptive,"Overall, I'd say it's speed is about OFF.","['Overall', ',', 'I', ""'d"", 'say', 'it', ""'s"", 'speed', 'is', 'about', 'OFF', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11150,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"Basically not terribly fast, but has the gears.So far the most important negative aspect I found about the rubber is the user  I've always used chinese/japanese grippy rubbers and have gotten used to the ""feel"" of grippy rubbers when serving, pushing and looping.",descriptive,"Basically not terribly fast, but has the gears.So far the most important negative aspect I found about the rubber is the user  I've always used chinese/japanese grippy rubbers and have gotten used to the ""feel"" of grippy rubbers when serving, pushing and looping.","['Basically', 'not', 'terribly', 'fast', ',', 'but', 'has', 'the', 'gears.So', 'far', 'the', 'most', 'important', 'negative', 'aspect', 'I', 'found', 'about', 'the', 'rubber', 'is', 'the', 'user', 'I', ""'ve"", 'always', 'used', 'chinese/japanese', 'grippy', 'rubbers', 'and', 'have', 'gotten', 'used', 'to', 'the', '``', 'feel', ""''"", 'of', 'grippy', 'rubbers', 'when', 'serving', ',', 'pushing', 'and', 'looping', '.']",[],[],0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11162,5f6c37ef220a4650ffffddef,TSP Brio/Actor,"FH to FH), but very tough with varying ball speed, especially with 3rd balls.",descriptive,"FH to FH), but very tough with varying ball speed, especially with 3rd balls.","['FH', 'to', 'FH', ')', ',', 'but', 'very', 'tough', 'with', 'varying', 'ball', 'speed', ',', 'especially', 'with', '3rd', 'balls', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11163,5f6c37ef220a4650ffffddef,TSP Brio/Actor,Easy to hit the net (stroke too forward or too small upward) or go long when loop too hard.,descriptive,Easy to hit the net (stroke too forward or too small upward) or go long when loop too hard.,"['Easy', 'to', 'hit', 'the', 'net', '(', 'stroke', 'too', 'forward', 'or', 'too', 'small', 'upward', ')', 'or', 'go', 'long', 'when', 'loop', 'too', 'hard', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[28],['less'],['too '],[],[],[],[]
11191,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"The marginally harder surface of the SST729 produced excellent control shots, allowing both dropshots and flicks to be done relatively easily.Close to the tableHere, the softer sponge of the 999 came into play.",descriptive,"The marginally harder surface of the SST729 produced excellent control shots, allowing both dropshots and flicks to be done relatively easily.Close to the tableHere, the softer sponge of the 999 came into play.","['The', 'marginally', 'harder', 'surface', 'of', 'the', 'SST729', 'produced', 'excellent', 'control', 'shots', ',', 'allowing', 'both', 'dropshots', 'and', 'flicks', 'to', 'be', 'done', 'relatively', 'easily.Close', 'to', 'the', 'tableHere', ',', 'the', 'softer', 'sponge', 'of', 'the', '999', 'came', 'into', 'play', '.']",[],[],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"[80, 142]","['less', 'equal']","['low', 'close to']","[170, 15]","['less', 'greater']","['softer', 'harder']","['hardness', 'hardness']"
11193,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"999 arced more with higher spin and produced a vicious kick, especially on sidespin loops.Speed1.",descriptive,"999 arced more with higher spin and produced a vicious kick, especially on sidespin loops.Speed1.","['999', 'arced', 'more', 'with', 'higher', 'spin', 'and', 'produced', 'a', 'vicious', 'kick', ',', 'especially', 'on', 'sidespin', 'loops.Speed1', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,[10],['greater'],['more'],[20],['greater'],['higher'],['throw angle']
11200,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,*Top post updated*DHS Skyline 2.2 layers of FC.Over the tableSkyline 2 has a surprisingly high amount of control over the table.,descriptive,*Top post updated*DHS-NEO-Skyline-2.2 layers of FC.Over the tableSkyline 2 has a surprisingly high amount of control over the table.,"['*', 'Top', 'post', 'updated', '*', 'DHS-NEO-Skyline-2.2', 'layers', 'of', 'FC.Over', 'the', 'tableSkyline', '2', 'has', 'a', 'surprisingly', 'high', 'amount', 'of', 'control', 'over', 'the', 'table', '.']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11216,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,I could pick up a ball (provided it wasn't powdery) and literally wave the bat around without dislodging the ball.On to the review.Over the table.First impressions of Skyline 3 is that it is SLOW.,descriptive,I could pick up a ball (provided it wasn't powdery) and literally wave the bat around without dislodging the ball.On to the review.Over the table.First impressions of DHS-Skyline 3 is that it is SLOW.,"['I', 'could', 'pick', 'up', 'a', 'ball', '(', 'provided', 'it', 'was', ""n't"", 'powdery', ')', 'and', 'literally', 'wave', 'the', 'bat', 'around', 'without', 'dislodging', 'the', 'ball.On', 'to', 'the', 'review.Over', 'the', 'table.First', 'impressions', 'of', 'DHS-Skyline', '3', 'is', 'that', 'it', 'is', 'SLOW', '.']",['DHS-Skyline'],[170],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[192],['less'],['low'],[195],['less'],['slow'],['speed']
11219,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"Control was brilliant due to the speed (once I had gotten used to it).Close to the tableAgain, control here was brilliant.",descriptive,"Control was brilliant due to the speed (once I had gotten used to it).Close to the tableAgain, control here was brilliant.","['Control', 'was', 'brilliant', 'due', 'to', 'the', 'speed', '(', 'once', 'I', 'had', 'gotten', 'used', 'to', 'it', ')', '.Close', 'to', 'the', 'tableAgain', ',', 'control', 'here', 'was', 'brilliant', '.']",[],[],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[70],['equal'],['close to'],[],[],[],[]
11223,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"Loops kicked a bit, but the stickiness was reining in the speed too much.",descriptive,"Loops kicked a bit, but the stickiness was reining in the speed too much.","['Loops', 'kicked', 'a', 'bit', ',', 'but', 'the', 'stickiness', 'was', 'reining', 'in', 'the', 'speed', 'too', 'much', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[64],['less'],['too '],[],[],[],[]
11226,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,This rubber feels more to me like a 3rd ball attack rubber than a rallying rubber.,descriptive,This rubber feels more to me like a 3rd ball attack rubber than a rallying rubber.,"['This', 'rubber', 'feels', 'more', 'to', 'me', 'like', 'a', '3rd', 'ball', 'attack', 'rubber', 'than', 'a', 'rallying', 'rubber', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[18],['greater'],['more'],[],[],[],[]
11230,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,Skyline 3 seems like a winner for me but they all sound good.,descriptive,DHS-Skyline 3 seems like a winner for me but they all sound good.,"['DHS-Skyline', '3', 'seems', 'like', 'a', 'winner', 'for', 'me', 'but', 'they', 'all', 'sound', 'good', '.']",['DHS-Skyline'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11237,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"Throw exhibited was very high.Over the table:Over the table was very spinny, with easily controlled flicks going on with less speed than the others.",descriptive,"Throw exhibited was very high.Over the table:Over the table was very spinny, with easily controlled flicks going on with less speed than the others.","['Throw', 'exhibited', 'was', 'very', 'high.Over', 'the', 'table', ':', 'Over', 'the', 'table', 'was', 'very', 'spinny', ',', 'with', 'easily', 'controlled', 'flicks', 'going', 'on', 'with', 'less', 'speed', 'than', 'the', 'others', '.']",[],[],1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,"[121, 69]","['less', 'greater']","['less', 'spinny']",[],[],[],[]
11238,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"The soft sponge allowed easy control of heavy ""dig"" pushes.Close to the table:Due to the high throw, looping vs both chop and top was a dream.",descriptive,"The soft sponge allowed easy control of heavy ""dig"" pushes.Close to the table:Due to the high throw, looping vs both chop and top was a dream.","['The', 'soft', 'sponge', 'allowed', 'easy', 'control', 'of', 'heavy', '``', 'dig', ""''"", 'pushes.Close', 'to', 'the', 'table', ':', 'Due', 'to', 'the', 'high', 'throw', ',', 'looping', 'vs', 'both', 'chop', 'and', 'top', 'was', 'a', 'dream', '.']",[],[],0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,"[18, 59]","['less', 'equal']","['low', 'close to']",[],[],[],[]
11240,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"Returns were possibly a bit high and slow, but the ability to place the ball whereever on the table more than made up for this in my opinion.Mid/Long:Counterloops carried more spin than speed, was easy enough to counterloop and had enough speed to trouble people.",descriptive,"Returns were possibly a bit high and slow, but the ability to place the ball whereever on the table more than made up for this in my opinion.Mid/Long:Counterloops carried more spin than speed, was easy enough to counterloop and had enough speed to trouble people.","['Returns', 'were', 'possibly', 'a', 'bit', 'high', 'and', 'slow', ',', 'but', 'the', 'ability', 'to', 'place', 'the', 'ball', 'whereever', 'on', 'the', 'table', 'more', 'than', 'made', 'up', 'for', 'this', 'in', 'my', 'opinion.Mid/Long', ':', 'Counterloops', 'carried', 'more', 'spin', 'than', 'speed', ',', 'was', 'easy', 'enough', 'to', 'counterloop', 'and', 'had', 'enough', 'speed', 'to', 'trouble', 'people', '.']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[38, 100]","['less', 'greater']","['low', 'more']","[171, 37]","['greater', 'less']","['more spin', 'slow']","['spin', 'speed']"
11241,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"Again, control was outstanding, especially on the loop to loop.Conclusion:Move over Juic 999 Elite Ultima!",descriptive,"Again, control was outstanding, especially on the loop to loop.Conclusion:Move over Juic 999 Elite Ultima!","['Again', ',', 'control', 'was', 'outstanding', ',', 'especially', 'on', 'the', 'loop', 'to', 'loop.Conclusion', ':', 'Move', 'over', 'Juic', '999', 'Elite', 'Ultima', '!']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11251,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,It's light->moderate tack.,descriptive,It's light->moderate tack.,"['It', ""'s"", 'light-', '>', 'moderate', 'tack', '.']",[],[],0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11265,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,The triple 21 sounds like a looping rubber I might be interested in for the BH.,descriptive,The triple 21 sounds like a looping rubber I might be interested in for the BH.,"['The', 'triple', '21', 'sounds', 'like', 'a', 'looping', 'rubber', 'I', 'might', 'be', 'interested', 'in', 'for', 'the', 'BH', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11272,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"I actually didn't find it that tacky at all, and was surprised a plastic sheet stuck to it... it generated plenty of spin on loops though...",descriptive,"I actually didn't find it that tacky at all, and was surprised a plastic sheet stuck to it... it generated plenty of spin on loops though...","['I', 'actually', 'did', ""n't"", 'find', 'it', 'that', 'tacky', 'at', 'all', ',', 'and', 'was', 'surprised', 'a', 'plastic', 'sheet', 'stuck', 'to', 'it', '...', 'it', 'generated', 'plenty', 'of', 'spin', 'on', 'loops', 'though', '...']",[],[],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11275,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"999EUTriple 21 loses the majority of it's tack quickly, but still has a wee bit now.",descriptive,"999EUTriple 21 loses the majority of it's tack quickly, but still has a wee bit now.","['999EUTriple', '21', 'loses', 'the', 'majority', 'of', 'it', ""'s"", 'tack', 'quickly', ',', 'but', 'still', 'has', 'a', 'wee', 'bit', 'now', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11276,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,Topsheet is definitely softer and I'm getting more spin off loops.,descriptive,Topsheet is definitely softer and I'm getting more spin off loops.,"['Topsheet', 'is', 'definitely', 'softer', 'and', 'I', ""'m"", 'getting', 'more', 'spin', 'off', 'loops', '.']",[],[],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[46],['greater'],['more'],"[46, 23]","['greater', 'less']","['more spin', 'softer']","['spin', 'hardness']"
11281,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,had a go with the black 2.15mm tripple 21 tonight with 1 layer normal glue and 2 layers speed glue and it was not bad at all.plenty of spin and a nice sound for first glue application.quite a fast rubber with good control and is nice to topspin with on either fh or bh.i think that priming it will make it really shine!,descriptive,had a go with the black 2.15mm tripple 21 tonight with 1 layer normal glue and 2 layers speed glue and it was not bad at all.plenty of spin and a nice sound for first glue application.quite a fast rubber with good control and is nice to topspin with on either fh or bh.i think that priming it will make it really shine!,"['had', 'a', 'go', 'with', 'the', 'black', '2.15mm', 'tripple', '21', 'tonight', 'with', '1', 'layer', 'normal', 'glue', 'and', '2', 'layers', 'speed', 'glue', 'and', 'it', 'was', 'not', 'bad', 'at', 'all.plenty', 'of', 'spin', 'and', 'a', 'nice', 'sound', 'for', 'first', 'glue', 'application.quite', 'a', 'fast', 'rubber', 'with', 'good', 'control', 'and', 'is', 'nice', 'to', 'topspin', 'with', 'on', 'either', 'fh', 'or', 'bh.i', 'think', 'that', 'priming', 'it', 'will', 'make', 'it', 'really', 'shine', '!']",[],[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[19],['less'],['lack'],[209],['greater'],['good control'],['control']
11282,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,the topsheet is mildly tacky and the sponge is nice and soft!,descriptive,the topsheet is mildly tacky and the sponge is nice and soft!,"['the', 'topsheet', 'is', 'mildly', 'tacky', 'and', 'the', 'sponge', 'is', 'nice', 'and', 'soft', '!']",[],[],0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11290,5f6c380e220a4650ffffde02,[Silvers Reviews] Sticky rubber shootout Updated 19/9/07,"hi skippy,dont get me wrong, this is a really nice rubber, the medium to low throw is really good, it keeps the ball low enough so that slappers have a hard time smashing my topspins.i think it really shines on the back hand where a bit more wrist action can be generated.",descriptive,"hi skippy,dont get me wrong, this is a really nice rubber, the medium to low throw is really good, it keeps the ball low enough so that slappers have a hard time smashing my topspins.i think it really shines on the back hand where a bit more wrist action can be generated.","['hi', 'skippy', ',', 'dont', 'get', 'me', 'wrong', ',', 'this', 'is', 'a', 'really', 'nice', 'rubber', ',', 'the', 'medium', 'to', 'low', 'throw', 'is', 'really', 'good', ',', 'it', 'keeps', 'the', 'ball', 'low', 'enough', 'so', 'that', 'slappers', 'have', 'a', 'hard', 'time', 'smashing', 'my', 'topspins.i', 'think', 'it', 'really', 'shines', 'on', 'the', 'back', 'hand', 'where', 'a', 'bit', 'more', 'wrist', 'action', 'can', 'be', 'generated', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"[73, 237]","['less', 'greater']","['low', 'more']",[],[],[],[]
